hh_id,onset_day,listing_day,event_day,event_type,report_domain
H00073,13,13,50,1,D03
H00074,14,14,64,1,D01
H00075,2,2,61,1,D07
H00076,18,18,53,0,D10
H00077,1,1,28,0,D10
H00078,10,10,100,1,D06
H00079,9,9,95,1,D05
H00080,17,17,115,1,D07
H00081,14,14,88,0,D08
H00082,6,6,103,1,D03
H00083,18,18,46,0,D10
H00084,9,9,107,1,D06
H00085,3,3,12,0,D10
H00086,3,3,95,0,D03
H00087,6,6,29,1,D01
H00088,9,9,49,2,D10
H00089,1,1,83,1,D02
H00090,13,13,90,0,D03
H00091,0,0,116,0,D05
H00092,8,8,60,1,D04
H00093,14,14,66,0,D01
H00094,1,1,24,1,D07
H00095,19,19,55,2,D03
H00096,4,4,103,1,D01
H00097,12,12,115,0,D06
H00098,18,18,79,1,D10
H00099,9,9,115,1,D02
H00100,4,4,20,1,D07
H00101,2,2,41,0,D08
H00102,7,7,75,0,D02
H00103,4,4,114,2,D02
H00104,18,18,126,0,D05
H00105,11,11,42,2,D09
H00106,14,14,108,0,D07
H00107,6,6,15,0,D03
H00108,11,11,113,0,D06
H00109,17,17,128,0,D03
H00110,19,19,114,1,D10
H00111,5,5,62,0,D09
H00112,12,12,83,0,D06
H00113,12,12,22,2,D07
H00114,10,10,91,0,D01
H00115,19,19,78,0,D02
H00116,7,7,98,0,D08
H00117,14,14,97,1,D03
H00118,16,16,95,1,D10
H00119,8,8,63,0,D09
H00120,9,9,53,0,D04
H00121,11,11,106,0,D06
H00122,17,17,30,1,D01
H00123,9,9,108,0,D02
H00124,7,7,113,1,D04
H00125,2,2,7,0,D06
H00126,13,13,70,1,D05
H00127,7,7,32,0,D03
H00128,5,5,90,1,D02
H00129,8,8,77,0,D06
H00130,0,0,85,1,D04
H00131,12,12,101,0,D06
H00132,13,13,96,2,D06
H00133,17,17,129,0,D09
H00134,11,11,105,0,D03
H00135,2,2,78,1,D03
H00136,3,3,98,0,D06
H00137,6,6,54,0,D09
H00138,1,1,24,0,D07
H00139,7,7,23,1,D08
H00140,2,2,43,0,D08
H00141,19,19,136,0,D03
H00142,14,14,91,2,D02
H00143,13,13,81,1,D02
H00144,0,0,102,0,D09
H00145,15,15,100,1,D06
H00146,3,3,85,0,D07
H00147,4,4,55,1,D06
H00148,10,10,106,0,D08
H00149,12,12,44,1,D10
H00150,7,7,77,1,D05
H00151,3,3,58,0,D02
H00152,1,1,45,1,D06
H00153,8,8,33,0,D05
H00154,14,14,39,0,D09
H00155,16,16,33,0,D06
H00156,11,11,16,0,D01
H00157,7,7,37,0,D09
H00158,16,16,104,1,D07
H00159,17,17,49,1,D07
H00160,16,16,124,1,D10
H00161,11,11,119,0,D03
H00162,8,8,20,0,D07
H00163,16,16,92,0,D02
H00164,5,5,98,0,D04
H00165,17,17,58,1,D07
H00166,5,5,105,1,D10
H00167,15,15,100,0,D09
H00168,11,11,66,1,D08
H00169,10,10,42,0,D06
H00170,13,13,28,1,D04
H00171,4,4,30,1,D02
H00172,4,4,121,0,D03
H00173,17,17,83,1,D06
H00174,12,12,94,1,D07
H00175,19,19,54,1,D03
H00176,4,4,122,2,D09
H00177,12,12,131,1,D07
H00178,3,3,26,0,D05
H00179,13,13,59,0,D02
H00180,10,10,71,2,D03
H00181,14,14,68,0,D01
H00182,7,7,33,1,D02
H00183,4,4,104,2,D03
H00184,1,1,44,0,D02
H00185,19,19,132,0,D01
H00186,7,7,126,1,D07
H00187,19,19,76,0,D01
H00188,5,5,77,1,D07
H00189,3,3,67,1,D07
H00190,1,1,104,0,D05
H00191,17,17,22,0,D07
H00192,11,11,37,1,D10
H00193,19,19,133,0,D02
H00194,10,10,114,1,D09
H00195,15,15,54,0,D03
H00196,4,4,90,0,D09
H00197,13,13,36,1,D05
H00198,10,10,75,0,D06
H00199,2,2,37,0,D08
H00200,9,9,95,1,D03
H00201,17,17,95,1,D07
H00202,3,3,100,1,D07
H00203,2,2,28,1,D09
H00204,17,17,104,1,D04
H00205,8,8,105,1,D05
H00206,4,4,106,1,D07
H00207,18,18,108,1,D02
H00208,8,8,86,1,D01
H00209,14,14,133,2,D07
H00210,5,5,34,1,D08
H00211,8,8,71,2,D02
H00212,15,15,43,0,D08
H00213,11,11,34,1,D04
H00214,17,17,133,0,D01
H00215,11,11,17,0,D05
H00216,6,6,12,0,D10
H00217,3,3,101,2,D03
H00218,11,11,108,0,D07
H00219,4,4,15,1,D01
H00220,8,8,121,1,D03
H00221,14,14,90,0,D09
H00222,1,1,119,1,D04
H00223,2,2,41,1,D09
H00224,11,11,117,0,D08
H00225,15,15,66,0,D05
H00226,12,12,86,1,D04
H00227,16,16,115,1,D05
H00228,12,12,20,1,D04
H00229,19,19,31,0,D06
H00230,15,15,119,1,D09
H00231,15,15,57,1,D01
H00232,12,12,130,1,D01
H00233,9,9,114,1,D01
H00234,19,19,63,0,D09
H00235,15,15,100,1,D05
H00236,11,11,63,0,D02
H00237,7,7,111,0,D07
H00238,15,15,70,1,D05
H00239,9,9,58,1,D07
H00240,7,7,80,0,D05
H00241,15,15,102,1,D06
H00242,15,15,32,1,D04
H00243,5,5,92,0,D10
H00244,8,8,29,2,D04
H00245,13,13,59,0,D05
H00246,5,5,17,0,D10
H00247,15,15,27,0,D01
H00248,11,11,45,0,D04
H00249,14,14,100,0,D08
H00250,17,17,74,0,D03
H00251,14,14,87,1,D01
H00252,14,14,43,1,D02
H00253,19,19,98,0,D07
H00254,7,7,84,0,D04
H00255,10,10,37,0,D06
H00256,6,6,40,1,D04
H00257,19,19,81,1,D06
H00258,14,14,80,1,D03
H00259,8,8,53,1,D08
H00260,12,12,81,0,D02
H00261,12,12,81,0,D08
H00262,0,0,16,1,D09
H00263,7,7,64,1,D10
H00264,16,16,70,0,D06
H00265,18,18,94,0,D03
H00266,0,0,23,0,D07
H00267,3,3,10,0,D09
H00268,16,16,99,1,D04
H00269,2,2,44,1,D05
H00270,14,14,59,1,D05
H00271,4,4,42,1,D08
H00272,15,15,123,0,D06
H00273,12,12,80,2,D05
H00274,4,4,13,0,D09
H00275,11,11,120,0,D03
H00276,8,8,122,0,D08
H00277,18,18,59,0,D02
H00278,11,11,34,0,D03
H00279,13,13,70,1,D03
H00280,17,17,52,2,D08
H00281,2,2,102,1,D06
H00282,17,17,114,0,D02
H00283,12,12,121,1,D05
H00284,1,1,116,2,D07
H00285,12,12,103,2,D04
H00286,18,18,112,1,D03
H00287,14,14,82,0,D04
H00288,16,16,51,1,D08
H00289,14,14,55,1,D05
H00290,9,9,18,0,D02
H00291,13,13,63,2,D01
H00292,2,2,112,1,D01
H00293,15,15,48,1,D01
H00294,17,17,47,1,D05
H00295,15,15,66,0,D08
H00296,5,5,123,1,D10
H00297,11,11,56,1,D07
H00298,3,3,89,1,D09
H00299,1,1,111,0,D01
