hh_id,responded,phase2,y,tenure,interview_domain
H01149,1,1,1.67021033,RENT,D15
H01154,1,1,1.59792683,RENT,D15
H01170,1,1,1.69606623,RENT,D15
H01175,1,1,1.96243803,RENT,D15
H01180,1,1,1.32655023,OWN,D15
H01183,1,1,1.71834348,RENT,D15
H01190,1,1,2.12062557,RENT,D15
H01197,1,1,2.18557971,RENT,D15
H01200,1,1,1.61327297,OWN,D15
H01203,1,1,2.31804527,OWN,D16
H01206,1,1,2.12424144,RENT,D16
H01212,1,1,2.46609272,RENT,D16
H01216,1,1,2.53108940,OWN,D16
H01222,1,1,2.34830483,OWN,D16
H01245,1,1,1.44016580,OWN,D16
H01259,1,1,2.00144531,RENT,D16
H01265,1,1,2.36286074,RENT,D16
H01271,1,1,1.97294982,RENT,D16
H01286,1,1,2.49653776,OWN,D17
H01290,1,1,2.22793398,OWN,D17
H01304,1,1,2.92149903,OWN,D17
H01314,1,1,1.81927744,OWN,D17
H01323,1,1,2.58684006,RENT,D17
H01325,1,1,1.79241496,OWN,D17
H01327,1,1,2.26059628,RENT,D17
H01328,1,1,2.09834815,RENT,D17
H01332,1,1,2.16952826,RENT,D17
H01344,1,1,1.57873377,OWN,D17
H01345,1,1,2.20520255,RENT,D17
H01349,1,1,2.55192472,OWN,D17
H01357,1,1,2.15108154,RENT,D17
H01364,1,1,2.91289036,RENT,D18
H01386,1,1,2.57512488,OWN,D18
H01390,1,1,2.01608897,OWN,D18
H01392,1,1,1.74056709,OWN,D18
H01395,1,1,2.23879472,OWN,D18
H01401,1,1,1.84200219,OWN,D18
H01406,1,1,1.97261854,OWN,D18
H01415,1,1,1.94515504,OWN,D18
H01431,1,1,2.61170249,OWN,D18
H01435,1,1,2.47868986,RENT,D18
H01437,1,1,1.89498533,RENT,D18
H01458,1,1,2.70395532,OWN,D19
H01459,1,1,3.52925276,OWN,D19
H01469,1,1,3.01625495,RENT,D19
H01470,1,1,2.42401112,OWN,D19
H01480,1,1,2.66843634,RENT,D19
H01490,1,1,2.25003253,OWN,D19
H01501,1,1,1.57540953,OWN,D19
H01517,1,1,2.02627234,OWN,D19
H01519,1,1,2.30081432,OWN,D19
H01520,1,1,2.44715868,RENT,D19
H01522,1,1,2.89839076,RENT,D20
H01527,1,1,3.38234304,RENT,D20
H01543,1,1,2.93565324,RENT,D20
H01547,1,1,2.86650695,OWN,D20
H01548,1,1,3.29997189,RENT,D20
H01556,1,1,3.48712373,RENT,D20
H01559,1,1,2.01472370,RENT,D20
H01561,1,1,2.06007833,OWN,D20
H01563,1,1,2.11408331,OWN,D20
H01566,1,1,2.35871616,RENT,D20
H01574,1,1,2.36162470,OWN,D20
H01588,1,1,2.00895274,OWN,D20
H01589,1,1,1.71479174,OWN,D20
H01596,1,1,2.19071530,RENT,D20
H01603,1,1,2.83349530,RENT,D21
H01604,1,1,2.55710065,OWN,D21
H01608,1,1,2.82053798,OWN,D21
H01618,1,1,2.51284223,OWN,D21
H01626,1,1,2.44891073,OWN,D21
H01627,1,1,3.19793296,OWN,D21
H01628,1,1,2.89082360,OWN,D21
H01629,1,1,3.07354480,OWN,D21
H01647,1,1,2.84864460,RENT,D21
H01654,1,1,2.51002363,OWN,D21
H01659,1,1,2.43066311,RENT,D21
H01663,1,1,2.18147417,OWN,D21
H01668,1,1,2.23865818,OWN,D21
H01694,1,1,2.71681972,OWN,D22
H01700,1,1,2.99846497,OWN,D22
H01706,1,1,2.97780631,OWN,D22
H01711,1,1,2.85077344,OWN,D22
H01713,1,1,2.70025293,OWN,D22
H01715,1,1,3.21850274,RENT,D22
H01720,1,1,2.93541128,RENT,D22
H01739,1,1,2.00340025,OWN,D22
H01742,1,1,2.33602165,RENT,D22
H01743,1,1,2.40376184,OWN,D22
H01753,1,1,2.00515256,OWN,D22
H01766,1,1,2.81734370,RENT,D23
H01767,1,1,2.81662826,OWN,D23
H01768,1,1,2.90757280,OWN,D23
H01770,1,1,2.88537976,OWN,D23
H01775,1,1,2.86027461,OWN,D23
H01776,1,1,2.99901093,OWN,D23
H01779,1,1,2.99981146,RENT,D23
H01791,1,1,2.18087640,OWN,D23
H01794,1,1,1.22162377,OWN,D23
H01797,1,1,2.25160841,OWN,D23
H01805,1,1,2.47468423,RENT,D23
H01817,1,1,1.83241413,OWN,D23
H01830,1,1,2.41901982,RENT,D23
H01832,1,1,2.24501448,RENT,D23
H01852,1,1,2.81037701,OWN,D24
H01853,1,1,3.12035663,OWN,D24
H01855,1,1,2.63421461,OWN,D24
H01871,1,1,1.89424496,OWN,D24
H01872,1,1,2.29810733,OWN,D24
H01878,1,1,2.31583616,RENT,D24
H01884,1,1,1.61237209,OWN,D24
H01899,1,1,2.27792268,RENT,D24
H01915,1,1,2.33837188,OWN,D24
H01920,1,1,2.19541016,RENT,D24
H01925,1,1,3.57552093,RENT,D25
H01929,1,1,3.43407608,RENT,D25
H01946,1,1,2.28169411,OWN,D25
H01948,1,1,2.26829406,OWN,D25
H01957,1,1,2.65277312,OWN,D25
H01959,1,1,2.72483696,RENT,D25
H01968,1,1,2.84424051,RENT,D25
H01971,1,1,2.55187091,RENT,D25
H01974,1,1,2.57274861,RENT,D25
H01978,1,1,2.84136062,OWN,D25
H01979,1,1,2.17721119,RENT,D25
H01981,1,1,2.58399210,RENT,D25
H01984,1,1,2.62109331,OWN,D25
H02003,1,1,2.87752450,OWN,D26
H02022,1,1,2.67878619,RENT,D26
H02023,1,1,2.31409990,OWN,D26
H02030,1,1,2.43729717,RENT,D26
H02052,1,1,2.66451258,RENT,D26
H02055,1,1,2.61155704,OWN,D26
H02059,1,1,2.68212632,OWN,D26
H02069,1,1,2.94223203,RENT,D26
H02070,1,1,2.44040482,OWN,D26
H02074,1,1,2.59340923,RENT,D26
H02080,1,1,2.71586565,RENT,D26
H02106,1,1,4.16145512,RENT,D27
H02110,1,1,3.90912056,RENT,D27
H02123,1,1,2.49294990,OWN,D27
H02129,1,1,2.57816600,OWN,D27
H02134,1,1,2.52042826,RENT,D27
H02135,1,1,2.46677705,RENT,D27
H02140,1,1,2.90620179,RENT,D27
H02144,1,1,3.07173472,RENT,D27
H02145,1,1,2.17412959,OWN,D27
H02150,1,1,2.24367042,OWN,D27
H02152,1,1,1.98326497,OWN,D27
H02165,1,1,3.51742674,OWN,D28
H02185,1,1,3.24356903,OWN,D28
H02190,1,1,3.62206569,RENT,D28
H02203,1,1,2.70401278,OWN,D28
H02209,1,1,2.50770722,RENT,D28
H02211,1,1,2.69591837,OWN,D28
H02214,1,1,2.59952211,RENT,D28
H02219,1,1,1.96538028,OWN,D28
H02220,1,1,2.85697364,OWN,D28
H02228,1,1,2.50594676,OWN,D28
H02229,1,1,2.22314652,OWN,D28
H02234,1,1,2.41846553,OWN,D28
H02239,1,1,2.70965848,RENT,D28
H02241,1,1,3.09029816,RENT,D29
H02242,1,1,3.12152899,RENT,D29
H02243,1,1,2.95320558,OWN,D29
H02254,1,1,3.22966807,OWN,D29
H02259,1,1,3.01157080,OWN,D29
H02263,1,1,3.53163363,OWN,D29
H02270,1,1,3.92742883,RENT,D29
H02287,1,1,2.59171255,OWN,D29
H02291,1,1,2.53080821,RENT,D29
H02304,1,1,2.33797747,RENT,D29
H02317,1,1,2.52738031,OWN,D29
H02319,1,1,2.22695227,RENT,D29
H02320,1,1,2.44548853,OWN,D29
H02328,1,1,3.30519157,OWN,D30
H02332,1,1,3.28049205,RENT,D30
H02337,1,1,3.08053864,OWN,D30
H02347,1,1,3.12567028,RENT,D30
H02358,1,1,3.36857011,RENT,D30
H02363,1,1,3.70360464,OWN,D30
H02370,1,1,2.88320990,RENT,D30
H02372,1,1,2.72117085,OWN,D30
H02378,1,1,2.71865300,OWN,D30
H02394,1,1,2.28911763,OWN,D30
H02395,1,1,3.10721305,RENT,D30
H02404,1,1,3.69008277,RENT,D31
H02410,1,1,3.69040704,OWN,D31
H02413,1,1,3.27271312,OWN,D31
H02414,1,1,3.54093642,RENT,D31
H02417,1,1,3.31093345,OWN,D31
H02419,1,1,3.23475271,OWN,D31
H02421,1,1,2.52922654,OWN,D31
H02422,1,1,2.70095533,RENT,D31
H02423,1,1,2.14806741,OWN,D31
H02424,1,1,2.70391415,OWN,D31
H02425,1,1,2.02788792,OWN,D31
H02429,1,1,2.51782283,OWN,D31
H02433,1,1,2.44246471,OWN,D31
H02436,1,1,2.19549929,RENT,D31
H02443,1,1,2.34649590,OWN,D31
H02446,1,1,2.07731686,OWN,D31
H02449,1,1,2.41254788,OWN,D31
H02451,1,1,2.92845361,RENT,D31
H02454,1,1,2.18843472,OWN,D31
H02462,1,1,2.58988102,OWN,D31
H02466,1,1,2.86024448,RENT,D31
H02467,1,1,2.50741961,RENT,D31
H02474,1,1,2.89427933,RENT,D31
H02476,1,1,2.32044648,OWN,D31
