hh_id,onset_day,listing_day,event_day,event_type,report_domain
H00238,12,21,34,0,D01
H00239,5,38,102,2,D08
H00240,17,45,129,2,D05
H00241,19,21,140,0,D12
H00242,13,25,42,0,D13
H00243,2,31,144,1,D02
H00244,19,57,136,1,D04
H00245,4,34,47,2,D12
H00246,6,101,111,0,D15
H00247,15,43,148,0,D07
H00248,16,54,172,1,D01
H00249,1,6,117,0,D15
H00250,16,39,63,0,D14
H00251,4,42,155,1,D05
H00252,18,28,131,0,D11
H00253,1,27,118,0,D13
H00254,13,108,118,1,D14
H00255,8,13,123,2,D07
H00256,16,28,43,1,D05
H00257,4,12,48,0,D12
H00258,11,31,96,2,D13
H00259,5,41,109,0,D05
H00260,11,27,120,1,D07
H00261,0,3,116,1,D11
H00262,17,31,53,0,D13
H00263,1,10,50,1,D02
H00264,14,44,49,0,D12
H00265,13,21,69,0,D06
H00266,4,35,137,0,D12
H00267,15,110,120,0,D14
H00268,11,21,101,0,D03
H00269,1,9,82,2,D03
H00270,17,112,122,0,D14
H00271,16,21,139,2,D01
H00272,12,107,117,2,D14
H00273,2,2,47,0,D12
H00274,15,46,60,0,D02
H00275,19,36,65,2,D03
H00276,19,21,140,1,D11
H00277,18,31,43,1,D03
H00278,17,22,117,2,D13
H00279,7,20,62,1,D04
H00280,15,49,71,2,D01
H00281,18,25,73,2,D08
H00282,6,33,92,0,D12
H00283,6,42,161,2,D03
H00284,2,12,119,1,D02
H00285,4,28,41,0,D13
H00286,6,14,25,1,D08
H00287,3,38,145,2,D08
H00288,0,0,54,1,D16
H00289,12,13,81,0,D06
H00290,5,7,60,2,D09
H00291,12,18,53,0,D12
H00292,14,33,38,0,D16
H00293,3,12,91,1,D16
H00294,18,45,145,0,D04
H00295,18,20,132,0,D08
H00296,18,113,123,2,D14
H00297,3,29,122,0,D05
H00298,10,35,87,2,D07
H00299,4,15,50,0,D06
H00300,0,23,96,1,D05
H00301,9,39,140,0,D04
H00302,4,15,113,2,D13
H00303,7,16,72,0,D11
H00304,11,15,110,2,D14
H00305,8,18,99,0,D13
H00306,12,47,159,1,D02
H00307,11,31,141,2,D10
H00308,19,47,87,1,D04
H00309,18,27,114,2,D11
H00310,17,17,23,0,D04
H00311,17,27,120,1,D13
H00312,1,6,96,1,D01
H00313,16,111,121,0,D14
H00314,15,34,61,0,D02
H00315,0,0,76,2,D14
H00316,10,22,127,1,D04
H00317,1,8,118,1,D10
H00318,0,8,43,0,D08
H00319,2,16,103,1,D11
H00320,10,21,128,1,D11
H00321,19,49,94,1,D09
H00322,14,16,38,0,D03
H00323,1,4,86,1,D06
H00324,12,36,100,0,D11
H00325,11,16,119,0,D04
H00326,16,41,62,0,D09
H00327,4,41,130,2,D13
H00328,0,19,101,1,D12
H00329,19,33,127,2,D09
H00330,13,17,24,2,D05
H00331,17,47,119,1,D11
H00332,19,23,69,1,D01
H00333,2,10,27,0,D08
H00334,1,12,66,2,D11
H00335,5,35,145,2,D09
H00336,9,24,93,2,D01
H00337,11,46,149,2,D10
H00338,17,38,147,0,D05
H00339,5,17,83,2,D13
H00340,14,28,125,0,D02
H00341,11,49,135,1,D12
H00342,13,108,118,1,D12
H00343,11,31,70,1,D10
H00344,1,38,77,1,D07
H00345,10,48,117,1,D12
H00346,8,43,83,0,D09
H00347,4,12,26,1,D03
H00348,14,22,133,1,D04
H00349,5,18,48,1,D09
H00350,15,48,117,2,D04
H00351,15,19,66,1,D09
H00352,1,40,77,2,D07
H00353,9,24,121,0,D03
H00354,17,22,40,1,D04
H00355,4,14,48,1,D06
H00356,19,31,79,1,D08
H00357,8,9,58,2,D03
H00358,8,40,106,0,D03
H00359,11,106,116,0,D14
H00360,9,104,114,0,D14
H00361,12,28,132,1,D16
H00362,7,25,101,0,D16
H00363,5,41,126,0,D02
H00364,14,43,152,0,D10
H00365,11,46,82,2,D09
H00366,0,14,111,1,D06
H00367,4,38,99,0,D14
H00368,1,7,58,1,D10
H00369,18,38,85,1,D06
H00370,14,42,81,0,D08
H00371,17,31,94,1,D01
H00372,2,20,117,1,D07
H00373,15,50,79,1,D05
H00374,4,24,53,0,D13
H00375,13,26,64,0,D13
H00376,0,30,44,2,D14
H00377,19,57,156,2,D07
H00378,19,21,66,0,D01
H00379,17,34,149,2,D13
H00380,15,50,85,2,D13
H00381,6,43,112,0,D06
H00382,10,44,79,0,D03
H00383,9,47,139,2,D02
H00384,9,38,112,0,D07
H00385,18,33,132,0,D13
H00386,10,12,94,0,D09
H00387,8,45,71,1,D01
H00388,3,12,57,2,D04
H00389,14,28,128,2,D02
H00390,7,27,144,0,D13
H00391,12,50,103,0,D05
H00392,0,25,63,0,D07
H00393,3,15,35,0,D02
H00394,16,44,74,2,D11
H00395,19,49,123,0,D09
H00396,8,36,82,0,D09
H00397,5,19,125,0,D07
H00398,3,29,69,0,D07
H00399,2,32,45,0,D03
H00400,8,31,149,0,D07
H00401,18,48,66,0,D04
H00402,9,13,50,0,D02
H00403,16,52,75,0,D07
H00404,2,10,20,0,D12
H00405,13,21,131,0,D07
H00406,3,13,73,2,D07
H00407,10,11,106,0,D15
H00408,5,23,105,1,D03
H00409,6,33,52,1,D16
H00410,0,8,124,1,D05
H00411,12,47,110,0,D10
H00412,17,54,166,0,D11
H00413,6,13,64,2,D03
H00414,0,22,104,1,D09
H00415,1,23,141,2,D03
H00416,7,20,51,1,D16
H00417,1,8,62,1,D12
H00418,18,56,90,2,D09
H00419,11,33,39,0,D06
